url,status_code,js_rendered,page_type,schema_types_found,schema_count,primary_schema_type,schema_completeness_score,missing_required_properties,validation_errors,has_faq,has_reviews,has_product_data,recommended_schemas,recommendation_priority
https://www.efax.com/blog/healthcare-evolution-of-digital-fax,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fax-server,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,False,False,,
https://www.efax.com/blog/walgreens-fax,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/the-evolution-of-fax,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/law-firm-compliance,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/benefits-of-online-fax-services-for-healthcare,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/j2-global-to-spin-off-cloud-fax-and-consensus-as-new-public-company,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/efax-corporate-now-available-to-millions-of-verizon-business-customers-across-north-america,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/5-reasons-why-efax-corporate-is-a-game-changer-across-all-industries-part-four-its-secure,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/why-hitrust-csf-certification-should-factor-into-your-selection-of-a-cloud-fax-provider,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cloud-adoption-2025,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/efax-corporate-brings-cloud-fax-technology-to-aws-customers-worldwide,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/virtual-panel-on-healthcare-cybersecurity-in-the-covid-era-the-devices-are-always-listening,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/ephi-data-leakage-and-the-8-hiding-places-youve-forgotten,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/5-keys-to-digital-transformation,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/tech-of-the-1980s-and-today,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/walmart-fax-service,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,False,False,,
https://www.efax.com/blog/staples-fax-service,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/fax-confirmation-page,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/insights-from-athena-health,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/muse-inspire-conference-2025,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/innovating-ai-in-healthcare,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/how-long-does-a-fax-take,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/ecfax-fedramp-high-cloud-fax-government,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/snfs-healthcare-interoperability,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/health-tech-investments,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/skilled-nursing-manual-workflow-costs,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/turning-expensive-health-disparities-into-economic-opportunities,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/takeaways-vive-2025-ai-healthcare-roi,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/better-behavioral-health-workflows,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/hlth-2024,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/healthcare-financial-barriers,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/prioritizing-health-tech-investments,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cms-prior-authorization,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/introducing-bevey-talks-healthit,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cyberattacks-in-healthcare,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/leveraging-ai-for-roi,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/behavioral-health-intake-referral-modernization,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/health-data-interoperability,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/vive-and-himss-2025-key-takeaways,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cios-agree-its-time-to-overcome-healthcares-reliance-on-paper-data-exchange,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/referrals-small-practices,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/tech-inequity-mental-health-solutions,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/piedmonts-cloud-fax-revolution,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/can-fax-machines-and-digital-technology-coexist,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/are-faxes-encrypted,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/fedramp-high-federal-agencies,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fedramp-compliance,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/choose-the-best-online-fax-services-for-small-business,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/why-ditching-your-legacy-fax-hardware-just-became-an-immediate-priority,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/a-health-it-leaders-wish-list-for-2025-tech-equity-and-health-equity,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/boost-productivity-with-the-efax-api,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/efax-vs-fax,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/smarter-tools-for-small-practices,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/ehr-in-healthcare,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,True,False,,
https://www.efax.com/blog/what-is-ehr-interoperability,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,True,False,,
https://www.efax.com/blog/best-fax-machine-alternative,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/what-is-internet-fax,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/what-is-a-fax-machine,200,True,FAQ,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,True,True,False,FAQPage,FAQPage(Medium)
https://www.efax.com/blog/what-is-a-restful-api,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/the-ultimate-guide-to-paperless-faxing,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/environmental-impact-of-digital-faxing,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fax-machine-prices,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/ai-can-help-solve-prior-auths-connectivity-problem,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/busting-the-myth-digital-fax-is-still-vital-in-healthcare,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/maximizing-your-consensus-partnership-with-cloud-fax-esignature-and-ai-powered-solutions,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/5-ways-your-faxing-might-not-comply-with-privacy-laws,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/can-you-fax-sci-documents,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/24-hour-fax-service,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fax-integrations,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cost-to-fax-at-library,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fedex-fax-service,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/what-is-a-fax-number,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/can-faxes-be-intercepted,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/ups-fax-service,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/fax-tracking,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/faxing-for-modern-workforce,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/how-to-send-a-fax-from-iphone-without-app,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fax-insurance-documents,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/why-does-faxing-still-exist,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/online-faxing-what-you-need-to-know-about-data-encryption-and-cloud-storage,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cvs-fax-service,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/email-to-fax-machine,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/fax-header,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/online-fax-number-formats-international-local-examples,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/where-to-find-a-fax-machine,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/fax-forwarding,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/best-fax-apps,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/what-is-mobile-fax,200,True,FAQ,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,True,False,False,FAQPage,FAQPage(Medium)
https://www.efax.com/blog/what-is-cloud-faxing,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
https://www.efax.com/blog/mergers-and-acquistions-efax-corporate,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/is-online-fax-secure,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/nursing-home-software,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,True,False,,
https://www.efax.com/blog/care-coordination,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,True,False,,
https://www.efax.com/blog/emr-software-buyers-guide,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,True,False,,
https://www.efax.com/blog/why-online-faxing-is-better-than-email,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,False,False,,
https://www.efax.com/blog/benefits-of-online-fax-services-for-accounting,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/office-depot-fax,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
https://www.efax.com/blog/why-doctors-still-use-fax,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/what-is-print-to-fax,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/online-faxing-cut-costs-streamline-operations,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,False,False,,
https://www.efax.com/blog/fax-facts,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,True,False,,
https://www.efax.com/blog/hipaa-compliant-voip,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
https://www.efax.com/blog/top-takeaways-hlth-2025,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/challenges-solutions-skilled-nursing-facility-care-transitions,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/why-voip-faxing-can-be-trouble,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/fax-over-ip,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/can-you-fax-with-magicjack,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/fax-quality,200,True,FAQ,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,True,False,False,,
https://www.efax.com/blog/is-fax-secure-tips-best-practices,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/a-developers-guide-to-the-fax-api,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/brief-history-of-the-fax-machine,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,False,False,,
https://www.efax.com/blog/ai-data-extraction,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/clinical-documentation-improvement-in-healthcare,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,True,False,,
https://www.efax.com/blog/cloud-fax-how-healthcare-providers-can-take-a-major-step-toward-interoperability-right-now,200,True,Blog/Article,"WebPage, Person, Organization, BreadcrumbList, Article, ImageObject, WebSite",7,Article,100,,0,False,False,False,,
https://www.efax.com/blog/ehr-integration,200,True,Blog/Article,"WebPage, Person, Organization, FAQPage, BreadcrumbList, Article, ImageObject, WebSite",8,Article,100,,0,False,True,False,,
